ID;R;G;B;Country;StateName;ProvinceName
16432;165;245;100;Croatia;Bjelovarska-Bilogorska;Nova Rača
16433;252;99;68;Croatia;Bjelovarska-Bilogorska;Rovišće
16434;54;78;127;Croatia;Bjelovarska-Bilogorska;Šandrovac
16435;123;246;51;Croatia;Bjelovarska-Bilogorska;Severin
16436;216;161;50;Croatia;Bjelovarska-Bilogorska;Sirač
16437;245;177;148;Croatia;Bjelovarska-Bilogorska;Štefanje
16438;93;251;186;Croatia;Bjelovarska-Bilogorska;Velika Pisanica
16439;105;49;69;Croatia;Bjelovarska-Bilogorska;Velika Trnovitica
16440;121;69;236;Croatia;Bjelovarska-Bilogorska;Veliki Grđevac
16441;246;224;166;Croatia;Bjelovarska-Bilogorska;Veliko Trojstvo
16442;251;222;99;Croatia;Bjelovarska-Bilogorska;Zrinski Topolovac
16443;82;138;254;Croatia;Brodsko-Posavska;Bebrina
16444;252;57;171;Croatia;Brodsko-Posavska;Brodski Stupnik
16445;255;154;186;Croatia;Brodsko-Posavska;Bukovlje
16446;187;102;55;Croatia;Brodsko-Posavska;Cernik
16447;144;127;200;Croatia;Brodsko-Posavska;Davor
16448;160;237;164;Croatia;Brodsko-Posavska;Donji Andrijevci
16449;75;161;239;Croatia;Brodsko-Posavska;Dragalić
16450;57;223;180;Croatia;Brodsko-Posavska;Garčin
16451;230;224;101;Croatia;Brodsko-Posavska;Gornja Vrba
16452;153;96;239;Croatia;Brodsko-Posavska;Gornji Bogićevci
16453;66;199;173;Croatia;Brodsko-Posavska;Gundinci
16454;138;158;176;Croatia;Brodsko-Posavska;Nova Gradiška
16455;233;170;220;Croatia;Brodsko-Posavska;Nova Kapela
16456;166;183;193;Croatia;Brodsko-Posavska;Okučani
16457;175;72;236;Croatia;Brodsko-Posavska;Oprisavci
16458;216;47;78;Croatia;Brodsko-Posavska;Oriovac
16459;188;89;137;Croatia;Brodsko-Posavska;Podcrkavlje
16460;149;187;137;Croatia;Brodsko-Posavska;Rešetari
16461;213;232;196;Croatia;Brodsko-Posavska;Sibinj
16462;218;155;153;Croatia;Brodsko-Posavska;Sikirevci
16463;123;122;230;Croatia;Brodsko-Posavska;Slavonski Brod
16464;124;175;218;Croatia;Brodsko-Posavska;Slavonski Šamac
16465;251;198;155;Croatia;Brodsko-Posavska;Stara Gradiška
16466;138;146;62;Croatia;Brodsko-Posavska;Staro Petrovo Selo
16467;108;203;64;Croatia;Brodsko-Posavska;Unknown_1
16468;101;205;132;Croatia;Brodsko-Posavska;Velika Kopanica
16469;168;148;136;Croatia;Brodsko-Posavska;Vrbje
16470;144;186;122;Croatia;Brodsko-Posavska;Vrpolje
16471;123;63;60;Croatia;Dubrovacko-Neretvanska;Blato
16472;149;253;94;Croatia;Dubrovacko-Neretvanska;Dubrovačko Primorje
16473;78;155;139;Croatia;Dubrovacko-Neretvanska;Dubrovnik
16474;124;232;56;Croatia;Dubrovacko-Neretvanska;Janjina
16475;174;134;167;Croatia;Dubrovacko-Neretvanska;Konavle
16476;181;244;67;Croatia;Dubrovacko-Neretvanska;Korčula
16477;219;228;177;Croatia;Dubrovacko-Neretvanska;Kula Norinska
16478;154;95;211;Croatia;Dubrovacko-Neretvanska;Lastovo
16479;193;54;83;Croatia;Dubrovacko-Neretvanska;Lumbarda
16480;176;70;65;Croatia;Dubrovacko-Neretvanska;Metković
16481;206;171;131;Croatia;Dubrovacko-Neretvanska;Mljet
16482;145;131;175;Croatia;Dubrovacko-Neretvanska;Opuzen
16483;78;174;57;Croatia;Dubrovacko-Neretvanska;Orebić
16484;253;135;153;Croatia;Dubrovacko-Neretvanska;Ploče
16485;50;254;217;Croatia;Dubrovacko-Neretvanska;Pojezerje
16486;176;203;243;Croatia;Dubrovacko-Neretvanska;Slivno
16487;62;76;94;Croatia;Dubrovacko-Neretvanska;Smokvica
16488;103;245;200;Croatia;Dubrovacko-Neretvanska;Ston
16489;247;129;138;Croatia;Dubrovacko-Neretvanska;Trpanj
16490;126;166;91;Croatia;Dubrovacko-Neretvanska;Vela Luka
16491;74;61;169;Croatia;Dubrovacko-Neretvanska;Zažablje
16492;183;92;251;Croatia;Dubrovacko-Neretvanska;Župa Dubrovačka
16493;219;219;207;Croatia;Grad Zagreb;Bistra
16494;127;79;239;Croatia;Grad Zagreb;Kravarsko
16495;175;212;245;Croatia;Grad Zagreb;Orle
16496;45;45;249;Croatia;Grad Zagreb;Pokupsko
16497;147;201;164;Croatia;Grad Zagreb;Stupnik
16498;197;60;217;Croatia;Grad Zagreb;Velika Gorica
16499;214;117;167;Croatia;Grad Zagreb;Zagreb
16500;49;252;135;Croatia;Istarska;Bale
16501;156;181;187;Croatia;Istarska;Barban
16502;221;62;130;Croatia;Istarska;Brtonigla
16503;202;225;111;Croatia;Istarska;Buje
16504;110;59;57;Croatia;Istarska;Buzet
16505;73;115;159;Croatia;Istarska;Cerovlje
16506;147;126;214;Croatia;Istarska;Fažana
16507;137;50;158;Croatia;Istarska;Gračišće
16508;81;127;68;Croatia;Istarska;Grožnjan
16509;128;179;80;Croatia;Istarska;Kanfanar
16510;72;125;109;Croatia;Istarska;Karojba
16511;86;213;138;Croatia;Istarska;Kaštelir-Labinci
16512;71;148;134;Croatia;Istarska;Kršan
16513;88;143;191;Croatia;Istarska;Labin
16514;131;209;122;Croatia;Istarska;Lanišće
16515;81;241;165;Croatia;Istarska;Ližnjan
16516;59;223;191;Croatia;Istarska;Lupoglav
16517;93;131;71;Croatia;Istarska;Marčana
16518;212;189;149;Croatia;Istarska;Medulin
16519;71;75;186;Croatia;Istarska;Motovun
16520;89;100;89;Croatia;Istarska;Novigrad
16521;194;49;147;Croatia;Istarska;Oprtalj
16522;105;106;180;Croatia;Istarska;Pazin
16523;197;254;245;Croatia;Istarska;Pićan
16524;101;89;71;Croatia;Istarska;Poreč
16525;218;65;101;Croatia;Istarska;Premantura
16526;51;130;210;Croatia;Istarska;Pula
16527;232;247;175;Croatia;Istarska;Raša
16528;216;188;76;Croatia;Istarska;Rovinj
16529;117;187;250;Croatia;Istarska;Sveta Nedelja
16530;97;45;83;Croatia;Istarska;Sveti Lovreč
16531;107;245;52;Croatia;Istarska;Sveti Petar u Šumi
16532;50;70;126;Croatia;Istarska;Svetvinčenat
16533;162;122;168;Croatia;Istarska;Tinjan
16534;201;241;157;Croatia;Istarska;Umag
16535;195;203;190;Croatia;Istarska;Višnjan
16536;148;210;53;Croatia;Istarska;Vižinada
16537;201;100;72;Croatia;Istarska;Vodnjan
16538;152;209;223;Croatia;Istarska;Vrsar
16539;168;182;203;Croatia;Istarska;Žminj
16540;75;114;185;Croatia;Karlovacka;Barilović
16541;213;47;213;Croatia;Karlovacka;Bosiljevo
16542;130;120;217;Croatia;Karlovacka;Cetingrad
16543;153;121;255;Croatia;Karlovacka;Draganić
16544;187;76;50;Croatia;Karlovacka;Duga Resa
16545;232;165;133;Croatia;Karlovacka;Generalski Stol
16546;184;207;252;Croatia;Karlovacka;Josipdol
16547;65;168;54;Croatia;Karlovacka;Karlovac
16548;142;93;228;Croatia;Karlovacka;Krnjak
16549;254;193;150;Croatia;Karlovacka;Lasinja
16550;87;219;181;Croatia;Karlovacka;Netretić
16551;119;243;49;Croatia;Karlovacka;Ogulin
16552;201;110;247;Croatia;Karlovacka;Ozalj
16553;165;118;115;Croatia;Karlovacka;Plaški
16554;52;165;77;Croatia;Karlovacka;Rakovica
16555;251;146;191;Croatia;Karlovacka;Ribnik
16556;192;175;133;Croatia;Karlovacka;Saborsko
16557;234;53;50;Croatia;Karlovacka;Slunj
16558;72;167;189;Croatia;Karlovacka;Tounj
16559;143;122;147;Croatia;Karlovacka;Vojnić
16560;179;238;71;Croatia;Karlovacka;Žakanje
16561;98;170;219;Croatia;Koprivničko-Križevačka;Đelekovec
16562;223;74;122;Croatia;Koprivničko-Križevačka;Drnje
16563;117;93;145;Croatia;Koprivničko-Križevačka;Đurđevac
16564;220;193;176;Croatia;Koprivničko-Križevačka;Ferdinandovac
16565;180;81;141;Croatia;Koprivničko-Križevačka;Gola
16566;235;232;97;Croatia;Koprivničko-Križevačka;Gornja Rijeka
16567;211;185;125;Croatia;Koprivničko-Križevačka;Hlebine
16568;145;106;240;Croatia;Koprivničko-Križevačka;Kalinovac
16569;221;90;204;Croatia;Koprivničko-Križevačka;Kalnik
16570;209;210;243;Croatia;Koprivničko-Križevačka;Kloštar Podravski
16571;48;238;139;Croatia;Koprivničko-Križevačka;Koprivnica
16572;243;150;198;Croatia;Koprivničko-Križevačka;Koprivnički Bregi
16573;173;229;209;Croatia;Koprivničko-Križevačka;Koprivnički Ivanec
16574;166;195;226;Croatia;Koprivničko-Križevačka;Križevci
16575;65;129;180;Croatia;Koprivničko-Križevačka;Legrad
16576;197;180;138;Croatia;Koprivničko-Križevačka;Molve
16577;169;228;122;Croatia;Koprivničko-Križevačka;Novigrad Podravski
16578;185;221;230;Croatia;Koprivničko-Križevačka;Novo Virje
16579;247;110;191;Croatia;Koprivničko-Križevačka;Peteranec
16580;63;239;80;Croatia;Koprivničko-Križevačka;Podravske Sesvete
16581;111;91;184;Croatia;Koprivničko-Križevačka;Rasinja
16582;121;143;127;Croatia;Koprivničko-Križevačka;Sokolovac
16583;247;127;106;Croatia;Koprivničko-Križevačka;Sveti Ivan Žabno
16584;200;223;78;Croatia;Koprivničko-Križevačka;Sveti Petar Orehovec
16585;222;252;46;Croatia;Koprivničko-Križevačka;Virje
16586;118;243;99;Croatia;Krapinsko-Zagorska;Bedekovčina
16587;67;93;204;Croatia;Krapinsko-Zagorska;Budinšćina
16588;161;87;255;Croatia;Krapinsko-Zagorska;Desinić
16589;63;55;144;Croatia;Krapinsko-Zagorska;Donja Stubica
16590;153;159;182;Croatia;Krapinsko-Zagorska;Đurmanec
16591;46;96;232;Croatia;Krapinsko-Zagorska;Gornja Stubica
16592;161;107;64;Croatia;Krapinsko-Zagorska;Hrašćina
16593;185;215;164;Croatia;Krapinsko-Zagorska;Hum na Sutli
16594;51;250;130;Croatia;Krapinsko-Zagorska;Jesenje
16595;49;177;149;Croatia;Krapinsko-Zagorska;Klanjec
16596;144;181;47;Croatia;Krapinsko-Zagorska;Konjščina
16597;146;210;69;Croatia;Krapinsko-Zagorska;Kraljevec na Sutli
16598;220;239;202;Croatia;Krapinsko-Zagorska;Krapina
16599;245;213;255;Croatia;Krapinsko-Zagorska;Krapinske Toplice
16600;73;108;121;Croatia;Krapinsko-Zagorska;Kumrovec
16601;127;152;82;Croatia;Krapinsko-Zagorska;Lobor
16602;241;188;142;Croatia;Krapinsko-Zagorska;Mače
16603;47;67;231;Croatia;Krapinsko-Zagorska;Marija Bistrica
16604;186;196;100;Croatia;Krapinsko-Zagorska;Mihovljan
16605;138;217;225;Croatia;Krapinsko-Zagorska;Novi Golubovec
16606;208;103;116;Croatia;Krapinsko-Zagorska;Oroslavje
16607;250;199;55;Croatia;Krapinsko-Zagorska;Petrovsko
16608;186;48;223;Croatia;Krapinsko-Zagorska;Pregrada
16609;216;120;208;Croatia;Krapinsko-Zagorska;Radoboj
16610;73;241;71;Croatia;Krapinsko-Zagorska;Stubičke Toplice
16611;120;162;251;Croatia;Krapinsko-Zagorska;Sveti Križ Začretje
16612;97;231;86;Croatia;Krapinsko-Zagorska;Tuhelj
16613;196;82;114;Croatia;Krapinsko-Zagorska;Veliko Trgovišće
16614;128;195;201;Croatia;Krapinsko-Zagorska;Zabok
16615;174;215;125;Croatia;Krapinsko-Zagorska;Zagorska Sela
16616;229;56;222;Croatia;Krapinsko-Zagorska;Zlatar
16617;229;119;198;Croatia;Krapinsko-Zagorska;Zlatar Bistrica
16618;122;64;136;Croatia;Licko-Senjska;Brinje
16619;98;231;221;Croatia;Licko-Senjska;Donji Lapac
16620;137;69;144;Croatia;Licko-Senjska;Gospić
16621;235;233;60;Croatia;Licko-Senjska;Karlobag
16622;83;99;240;Croatia;Licko-Senjska;Lovinac
16623;136;127;97;Croatia;Licko-Senjska;Novalja
16624;170;159;73;Croatia;Licko-Senjska;Otočac
16625;106;50;213;Croatia;Licko-Senjska;Perušić
16626;224;130;221;Croatia;Licko-Senjska;Plitvička Jezera
16627;164;159;88;Croatia;Licko-Senjska;Senj
16628;59;80;188;Croatia;Licko-Senjska;Udbina
16629;46;159;222;Croatia;Licko-Senjska;Vrhovine
16630;176;235;188;Croatia;Medimurska;Belica
16631;68;178;137;Croatia;Medimurska;Čakovec
16632;156;93;231;Croatia;Medimurska;Dekanovec
16633;144;83;167;Croatia;Medimurska;Domašinec
16634;252;66;232;Croatia;Medimurska;Donja Dubrava
16635;186;48;133;Croatia;Medimurska;Donji Kraljevec
16636;137;175;57;Croatia;Medimurska;Donji Vidovec
16637;169;144;173;Croatia;Medimurska;Goričan
16638;193;159;88;Croatia;Medimurska;Gornji Mihaljevec
16639;166;171;169;Croatia;Medimurska;Kotoriba
16640;164;238;96;Croatia;Medimurska;Mala Subotica
16641;118;176;60;Croatia;Medimurska;Mursko Središće
16642;129;114;111;Croatia;Medimurska;Nedelišće
16643;147;242;189;Croatia;Medimurska;Orehovica
16644;252;203;103;Croatia;Medimurska;Podturen
16645;251;95;236;Croatia;Medimurska;Prelog
16646;232;195;81;Croatia;Medimurska;Pribislavec
16647;176;246;253;Croatia;Medimurska;Selnica
16648;250;172;111;Croatia;Medimurska;Šenkovec
16649;245;181;57;Croatia;Medimurska;Strahoninec
16650;164;48;58;Croatia;Medimurska;Štrigova
16651;69;172;252;Croatia;Medimurska;Sveta Marija na Muri
16652;239;116;217;Croatia;Medimurska;Sveti Juraj na Bregu
16653;141;185;135;Croatia;Medimurska;Sveti Martin na Muri
16654;248;136;111;Croatia;Medimurska;Vratišinec
16655;240;179;124;Croatia;Osjecko-Baranjska;Antunovac
16656;94;127;144;Croatia;Osjecko-Baranjska;Beli Manastir
16657;224;206;210;Croatia;Osjecko-Baranjska;Belišće
16658;78;217;151;Croatia;Osjecko-Baranjska;Bilje
16659;136;226;160;Croatia;Osjecko-Baranjska;Bizovac
16660;175;126;252;Croatia;Osjecko-Baranjska;Čeminac
16661;94;206;63;Croatia;Osjecko-Baranjska;Čepin
16662;166;139;213;Croatia;Osjecko-Baranjska;Đakovo
16663;185;163;174;Croatia;Osjecko-Baranjska;Darda
16664;84;209;217;Croatia;Osjecko-Baranjska;Donja Motičina
16665;218;181;90;Croatia;Osjecko-Baranjska;Donji Miholjac
16666;253;99;199;Croatia;Osjecko-Baranjska;Draž
16667;162;219;203;Croatia;Osjecko-Baranjska;Drenje
16668;148;129;52;Croatia;Osjecko-Baranjska;Đurđenovac
16669;97;173;78;Croatia;Osjecko-Baranjska;Erdut
16670;104;207;123;Croatia;Osjecko-Baranjska;Ernestinovo
16671;165;180;169;Croatia;Osjecko-Baranjska;Feričanci
16672;81;126;235;Croatia;Osjecko-Baranjska;Gorjani
16673;144;137;101;Croatia;Osjecko-Baranjska;Jagodnjak
16674;246;205;88;Croatia;Osjecko-Baranjska;Kneževi Vinogradi
16675;181;142;82;Croatia;Osjecko-Baranjska;Koška
16676;103;59;173;Croatia;Osjecko-Baranjska;Levanjska Varoš
16677;50;110;172;Croatia;Osjecko-Baranjska;Magadenovac
16678;62;210;185;Croatia;Osjecko-Baranjska;Marijanci
16679;241;49;47;Croatia;Osjecko-Baranjska;Našice
16680;212;100;175;Croatia;Osjecko-Baranjska;Osijek
16681;249;177;145;Croatia;Osjecko-Baranjska;Osjecko-Baranjska
16682;60;231;236;Croatia;Osjecko-Baranjska;Petlovac
16683;162;249;229;Croatia;Osjecko-Baranjska;Petrijevci
16684;119;245;199;Croatia;Osjecko-Baranjska;Podgorač
16685;77;141;169;Croatia;Osjecko-Baranjska;Podravska Moslavina
16686;104;159;97;Croatia;Osjecko-Baranjska;Popovac
16687;210;59;219;Croatia;Osjecko-Baranjska;Punitovci
16688;77;61;72;Croatia;Osjecko-Baranjska;Satnica Đakovačka
16689;202;88;186;Croatia;Osjecko-Baranjska;Semeljci
16690;184;86;232;Croatia;Osjecko-Baranjska;Strizivojna
16691;233;178;151;Croatia;Osjecko-Baranjska;Trnava
16692;170;133;188;Croatia;Osjecko-Baranjska;Unknown_1
16693;75;74;46;Croatia;Osjecko-Baranjska;Unknown_2
16694;244;236;155;Croatia;Osjecko-Baranjska;Unknown_3
16695;102;211;91;Croatia;Osjecko-Baranjska;Valpovo
16696;169;218;162;Croatia;Osjecko-Baranjska;Viljevo
16697;83;107;178;Croatia;Osjecko-Baranjska;Viškovci
16698;94;255;221;Croatia;Osjecko-Baranjska;Vladislavci
16699;147;233;70;Croatia;Osjecko-Baranjska;Vuka
16700;115;169;204;Croatia;Požeško-Slavonska;Brestovac
16701;84;214;53;Croatia;Požeško-Slavonska;Čaglin
16702;248;219;182;Croatia;Požeško-Slavonska;Jakšić
16703;82;159;103;Croatia;Požeško-Slavonska;Kaptol
16704;95;52;203;Croatia;Požeško-Slavonska;Kutjevo
16705;234;177;183;Croatia;Požeško-Slavonska;Lipik
16706;73;188;194;Croatia;Požeško-Slavonska;Pakrac
16707;74;179;86;Croatia;Požeško-Slavonska;Pleternica
16708;100;211;173;Croatia;Požeško-Slavonska;Požega
16709;255;152;68;Croatia;Požeško-Slavonska;Velika
16710;228;141;47;Croatia;Primorsko-Goranska;Bakar
16711;195;87;243;Croatia;Primorsko-Goranska;Baška
16712;138;254;142;Croatia;Primorsko-Goranska;Brod Moravice
16713;47;133;127;Croatia;Primorsko-Goranska;Čabar
16714;209;150;71;Croatia;Primorsko-Goranska;Čavle
16715;170;252;250;Croatia;Primorsko-Goranska;Cres
16716;85;120;83;Croatia;Primorsko-Goranska;Crikvenica
16717;93;209;195;Croatia;Primorsko-Goranska;Delnice
16718;197;245;68;Croatia;Primorsko-Goranska;Dobrinj
16719;106;183;100;Croatia;Primorsko-Goranska;Fužine
16720;143;153;99;Croatia;Primorsko-Goranska;Ilovik
16721;212;94;97;Croatia;Primorsko-Goranska;Jelenje
16722;86;120;67;Croatia;Primorsko-Goranska;Kastav
16723;50;169;59;Croatia;Primorsko-Goranska;Klana
16724;64;62;178;Croatia;Primorsko-Goranska;Kostrena
16725;54;198;181;Croatia;Primorsko-Goranska;Kraljevica
16726;187;181;86;Croatia;Primorsko-Goranska;Krk
16727;170;129;214;Croatia;Primorsko-Goranska;Lokve
16728;136;185;133;Croatia;Primorsko-Goranska;Lopar
16729;121;203;93;Croatia;Primorsko-Goranska;Lopar/Supetarska Draga
16730;211;161;129;Croatia;Primorsko-Goranska;Lovran
16731;89;193;79;Croatia;Primorsko-Goranska;Male Srakane
16732;113;94;177;Croatia;Primorsko-Goranska;Mali Lošinj
16733;253;252;87;Croatia;Primorsko-Goranska;Malinska-Dubašnica
16734;86;150;225;Croatia;Primorsko-Goranska;Matulji
16735;70;199;139;Croatia;Primorsko-Goranska;Mošćenička Draga
16736;92;219;238;Croatia;Primorsko-Goranska;Mrkopalj
16737;147;110;58;Croatia;Primorsko-Goranska;Njivice
16738;246;64;110;Croatia;Primorsko-Goranska;Novi Vinodolski
16739;220;58;121;Croatia;Primorsko-Goranska;Omišalj
16740;186;93;206;Croatia;Primorsko-Goranska;Opatija/Veprinac
16741;251;176;232;Croatia;Primorsko-Goranska;Punat
16742;52;45;69;Croatia;Primorsko-Goranska;Ravna Gora
16743;152;162;77;Croatia;Primorsko-Goranska;Rijeka
16744;201;157;73;Croatia;Primorsko-Goranska;Skrad
16745;182;55;129;Croatia;Primorsko-Goranska;Susak
16746;192;163;238;Croatia;Primorsko-Goranska;Unije
16747;169;175;244;Croatia;Primorsko-Goranska;Vele Srakane
16748;130;143;226;Croatia;Primorsko-Goranska;Vinodolska
16749;191;64;105;Croatia;Primorsko-Goranska;Viškovo
16750;195;79;173;Croatia;Primorsko-Goranska;Vrbnik
16751;159;178;191;Croatia;Primorsko-Goranska;Vrbovsko
16752;150;123;174;Croatia;Šibensko-Kninska;Bilice
16753;211;211;152;Croatia;Šibensko-Kninska;Biskupija
16754;238;123;177;Croatia;Šibensko-Kninska;Civljane
16755;113;202;174;Croatia;Šibensko-Kninska;Drniš
16756;86;48;82;Croatia;Šibensko-Kninska;Ervenik
16757;171;254;59;Croatia;Šibensko-Kninska;Kijevo
16758;64;171;243;Croatia;Šibensko-Kninska;Kistanje
16759;57;104;206;Croatia;Šibensko-Kninska;Knin
16760;70;71;255;Croatia;Šibensko-Kninska;Murter
16761;188;175;174;Croatia;Šibensko-Kninska;Pirovac
16762;180;231;89;Croatia;Šibensko-Kninska;Primošten
16763;134;104;57;Croatia;Šibensko-Kninska;Promina
16764;142;160;95;Croatia;Šibensko-Kninska;Rogoznica
16765;102;78;218;Croatia;Šibensko-Kninska;Ružić
16766;210;163;168;Croatia;Šibensko-Kninska;Šibenik
16767;163;87;71;Croatia;Šibensko-Kninska;Skradin
16768;93;237;53;Croatia;Šibensko-Kninska;Tisno
16769;57;138;137;Croatia;Šibensko-Kninska;Unešić
16770;108;224;162;Croatia;Šibensko-Kninska;Vodice
16771;63;65;108;Croatia;Sisacko-Moslavacka;Donji Kukuruzari
16772;75;89;71;Croatia;Sisacko-Moslavacka;Dvor
16773;94;184;122;Croatia;Sisacko-Moslavacka;Glina
16774;234;162;154;Croatia;Sisacko-Moslavacka;Gvozd
16775;137;241;168;Croatia;Sisacko-Moslavacka;Hrvatska Dubica
16776;252;228;76;Croatia;Sisacko-Moslavacka;Hrvatska Kostajnica
16777;144;66;174;Croatia;Sisacko-Moslavacka;Jasenovac
16778;136;124;56;Croatia;Sisacko-Moslavacka;Kutina
16779;176;200;67;Croatia;Sisacko-Moslavacka;Lekenik
16780;91;246;132;Croatia;Sisacko-Moslavacka;Lipovljani
16781;150;249;70;Croatia;Sisacko-Moslavacka;Majur
16782;91;167;157;Croatia;Sisacko-Moslavacka;Martinska Ves
16783;96;215;120;Croatia;Sisacko-Moslavacka;Novska
16784;117;230;130;Croatia;Sisacko-Moslavacka;Petrinja
16785;46;99;111;Croatia;Sisacko-Moslavacka;Popovača
16786;51;46;61;Croatia;Sisacko-Moslavacka;Sisak
16787;177;168;119;Croatia;Sisacko-Moslavacka;Sunja
16788;238;210;176;Croatia;Sisacko-Moslavacka;Topusko
16789;149;73;143;Croatia;Sisacko-Moslavacka;Velika Ludina
16790;59;129;254;Croatia;Splitsko-Dalmatinska;Baška Voda
16791;129;180;133;Croatia;Splitsko-Dalmatinska;Blaca
16792;231;220;233;Croatia;Splitsko-Dalmatinska;Bol
16793;212;66;100;Croatia;Splitsko-Dalmatinska;Brela
16794;127;65;66;Croatia;Splitsko-Dalmatinska;Cista Provo
16795;230;206;113;Croatia;Splitsko-Dalmatinska;Dicmo
16796;52;149;202;Croatia;Splitsko-Dalmatinska;Dugi Rat
16797;151;70;246;Croatia;Splitsko-Dalmatinska;Dugopolje
16798;104;253;107;Croatia;Splitsko-Dalmatinska;Gradac
16799;90;245;77;Croatia;Splitsko-Dalmatinska;Hrvace
16800;183;101;54;Croatia;Splitsko-Dalmatinska;Hvar
16801;65;240;117;Croatia;Splitsko-Dalmatinska;Imotski
16802;102;206;153;Croatia;Splitsko-Dalmatinska;Jelsa
16803;110;158;234;Croatia;Splitsko-Dalmatinska;Kaštela
16804;195;192;82;Croatia;Splitsko-Dalmatinska;Klis
16805;70;108;48;Croatia;Splitsko-Dalmatinska;Komiža
16806;188;132;108;Croatia;Splitsko-Dalmatinska;Lećevica
16807;113;149;88;Croatia;Splitsko-Dalmatinska;Lokvičići
16808;160;177;175;Croatia;Splitsko-Dalmatinska;Lovreć
16809;212;225;46;Croatia;Splitsko-Dalmatinska;Makarska
16810;154;204;168;Croatia;Splitsko-Dalmatinska;Marina
16811;144;221;215;Croatia;Splitsko-Dalmatinska;Milna
16812;118;104;221;Croatia;Splitsko-Dalmatinska;Muć
16813;56;138;227;Croatia;Splitsko-Dalmatinska;Nerežišća
16814;242;242;222;Croatia;Splitsko-Dalmatinska;Okrug
16815;96;137;194;Croatia;Splitsko-Dalmatinska;Omiš
16816;248;69;125;Croatia;Splitsko-Dalmatinska;Otok
16817;136;251;227;Croatia;Splitsko-Dalmatinska;Podbablje
16818;72;86;152;Croatia;Splitsko-Dalmatinska;Podgora
16819;139;143;106;Croatia;Splitsko-Dalmatinska;Podstrana
16820;50;67;104;Croatia;Splitsko-Dalmatinska;Postira
16821;105;247;197;Croatia;Splitsko-Dalmatinska;Prgomet
16822;48;148;131;Croatia;Splitsko-Dalmatinska;Primorski Dolac
16823;228;74;202;Croatia;Splitsko-Dalmatinska;Proložac
16824;219;87;89;Croatia;Splitsko-Dalmatinska;Pučišća
16825;207;133;224;Croatia;Splitsko-Dalmatinska;Runovići
16826;193;172;143;Croatia;Splitsko-Dalmatinska;Seget
16827;49;167;234;Croatia;Splitsko-Dalmatinska;Selca
16828;167;64;189;Croatia;Splitsko-Dalmatinska;Šestanovac
16829;106;119;132;Croatia;Splitsko-Dalmatinska;Sinj
16830;78;159;113;Croatia;Splitsko-Dalmatinska;Solin
16831;102;166;187;Croatia;Splitsko-Dalmatinska;Šolta
16832;251;59;83;Croatia;Splitsko-Dalmatinska;Split
16833;182;45;228;Croatia;Splitsko-Dalmatinska;Stari Grad
16834;243;102;135;Croatia;Splitsko-Dalmatinska;Sućuraj
16835;111;51;191;Croatia;Splitsko-Dalmatinska;Supetar
16836;155;103;223;Croatia;Splitsko-Dalmatinska;Sutivan
16837;71;91;120;Croatia;Splitsko-Dalmatinska;Trilj
16838;237;207;48;Croatia;Splitsko-Dalmatinska;Trogir
16839;114;159;57;Croatia;Splitsko-Dalmatinska;Tučepi
16840;77;85;114;Croatia;Splitsko-Dalmatinska;Vis
16841;100;203;142;Croatia;Splitsko-Dalmatinska;Vrgorac
16842;146;104;139;Croatia;Splitsko-Dalmatinska;Vrlika
16843;205;168;130;Croatia;Splitsko-Dalmatinska;Zadvarje
16844;167;151;74;Croatia;Splitsko-Dalmatinska;Zagvozd
16845;119;118;57;Croatia;Splitsko-Dalmatinska;Zmijavci
16846;72;218;178;Croatia;Varaždinska;Bednja
16847;113;154;125;Croatia;Varaždinska;Beretinec
16848;134;129;204;Croatia;Varaždinska;Breznica
16849;68;178;234;Croatia;Varaždinska;Breznički Hum
16850;237;89;158;Croatia;Varaždinska;Cestica
16851;212;180;70;Croatia;Varaždinska;Donja Voća
16852;227;186;171;Croatia;Varaždinska;Gornji Kneginec
16853;110;87;77;Croatia;Varaždinska;Ivanec
16854;223;140;178;Croatia;Varaždinska;Jalžabet
16855;245;253;93;Croatia;Varaždinska;Klenovnik
16856;148;185;83;Croatia;Varaždinska;Lepoglava
16857;129;201;229;Croatia;Varaždinska;Ljubešćica
16858;115;140;69;Croatia;Varaždinska;Ludbreg
16859;133;174;225;Croatia;Varaždinska;Mali Bukovec
16860;158;138;109;Croatia;Varaždinska;Martijanec
16861;218;128;202;Croatia;Varaždinska;Maruševec
16862;88;124;107;Croatia;Varaždinska;Novi Marof
16863;159;112;125;Croatia;Varaždinska;Petrijanec
16864;203;107;214;Croatia;Varaždinska;Sračinec
16865;105;243;235;Croatia;Varaždinska;Sveti Đurđ
16866;238;140;133;Croatia;Varaždinska;Sveti Ilija
16867;164;54;45;Croatia;Varaždinska;Trnovec Bartolovečki
16868;73;224;53;Croatia;Varaždinska;Varaždin
16869;88;73;188;Croatia;Varaždinska;Varaždinske Toplice
16870;61;197;190;Croatia;Varaždinska;Veliki Bukovec
16871;255;192;134;Croatia;Varaždinska;Vidovec
16872;54;99;140;Croatia;Varaždinska;Vinica
16873;163;215;203;Croatia;Varaždinska;Visoko
16874;113;207;244;Croatia;Viroviticko-Podravska;Čačinci
16875;205;101;113;Croatia;Viroviticko-Podravska;Čađavica
16876;204;250;250;Croatia;Viroviticko-Podravska;Crnac
